HATE_SPEECH,COUNTER_NARRATIVE,TARGET
We need to stop migrants pouring into Europe. They are not interested in our culture.,"There is no evidence that migrants from a particular culture or religion are not interested in our culture or religion. It sounds like a paradox: if I wasn't interested in a culture, I would never move to get to know it, would you?",MIGRANTS
"Migrants are here to use our money. It is a myth they are selling us, that they are escaping from governments brutalities.","How would you feel if the police and government were still oppressing you? You are probably taking your freedom for granted. You are lucky, but you shoud acknowledge this is a privilege. Not everybody has it.",MIGRANTS
Migrants from Afghanistan come here to ruin our economy and the only return they have in mind is their return to their homeland.,"Maybe you should check what survey results say about who would be happy to leave their country. According to a Gallup study of 2019, nearly half of Afghan would like to permanently move to another country.",MIGRANTS
Foreigners in the UK are not welcome. They are not allowed to live here and they have no right to vote.,"Everyone is entitled to their opinion, and if you hold that opinion, then you have the right to say it. It is up to people to accept or reject it. Talking about rights as if you were talking about opinions should be done very carefully.",MIGRANTS
"Migrants are overrunning our country, taking advantage of our weaknesses.","Do you really think that the migration crisis is caused by migrants wanting to take advantage of our weaknesses? What would we do if we were in their shoes, if we were to lose our homes? We would probably move ""to take advantage of others' weaknesses"" as well.",MIGRANTS
Immigrants steal our jobs and even our pensions.,"If they have a job, they will get the pensions. Like anybody. The recent migration of many thousands of people is a sign that they are in need. The problem is rather that some people do not want to work, they want to live off the state support, but those are not necessarily migrants.",MIGRANTS
We cannot support the children of immigrants.,"Children benefit from our society, they are entitled to the best education possible. It's not right to criticise immigrants for trying to give the best possible education to their children.",MIGRANTS
"We need to stop immigrants, they are going to cause conflicts in our society.",Why are you sure that new immigrants are incompatible with our society?,MIGRANTS
Immigration and culture are in conflict. You cannot claim both can coexist as they are mutually exclusive.,"The British people have always had a proud and integrated culture, and immigration have been and continues to be a huge part of the British success story.",MIGRANTS
Immigration is bad for Britain and the world.,"Some countries are importing a lot more people than others. Our country is wealthy, we are a thriving place to live. We should not blame immigrants.",MIGRANTS
Immigration is a bad thing for Europe.,"A lot of people from different cultures come to our continent to work and live, and integrate. If you really wanted to state that immigration is a bad thing, you should accompany your opinion with facts.",MIGRANTS
